sample,haplotype,file_location,annotation_type,reference
HG01258,paternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01258.paternal.sedef.bedpe,Seg_Dups,
HG01358,maternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01358.maternal.sedef.bedpe,Seg_Dups,
HG01358,paternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01358.paternal.sedef.bedpe,Seg_Dups,
HG01361,maternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01361.maternal.sedef.bedpe,Seg_Dups,
HG01361,paternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01361.paternal.sedef.bedpe,Seg_Dups,
HG01891,maternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01891.maternal.sedef.bedpe,Seg_Dups,
HG01891,paternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01891.paternal.sedef.bedpe,Seg_Dups,
HG01928,maternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01928.maternal.sedef.bedpe,Seg_Dups,
HG01928,paternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01928.paternal.sedef.bedpe,Seg_Dups,
HG01952,maternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01952.maternal.sedef.bedpe,Seg_Dups,
HG01952,paternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01952.paternal.sedef.bedpe,Seg_Dups,
HG01978,maternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01978.maternal.sedef.bedpe,Seg_Dups,
HG01978,paternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01978.paternal.sedef.bedpe,Seg_Dups,
HG02055,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02055.maternal.sedef.bedpe,Seg_Dups,
HG02055,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02055.paternal.sedef.bedpe,Seg_Dups,
HG02080,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02080.maternal.sedef.bedpe,Seg_Dups,
HG02080,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02080.paternal.sedef.bedpe,Seg_Dups,
HG02109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02109.maternal.sedef.bedpe,Seg_Dups,
HG02109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02109.paternal.sedef.bedpe,Seg_Dups,
HG02145,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02145.maternal.sedef.bedpe,Seg_Dups,
HG02145,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02145.paternal.sedef.bedpe,Seg_Dups,
HG02148,maternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02148.maternal.sedef.bedpe,Seg_Dups,
HG02148,paternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02148.paternal.sedef.bedpe,Seg_Dups,
HG02257,maternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02257.maternal.sedef.bedpe,Seg_Dups,
HG02257,paternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02257.paternal.sedef.bedpe,Seg_Dups,
HG02486,maternal,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02486.maternal.sedef.bedpe,Seg_Dups,
HG02486,paternal,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02486.paternal.sedef.bedpe,Seg_Dups,
HG02559,maternal,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02559.maternal.sedef.bedpe,Seg_Dups,
HG02559,paternal,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02559.paternal.sedef.bedpe,Seg_Dups,
HG02572,maternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02572.maternal.sedef.bedpe,Seg_Dups,
HG02572,paternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02572.paternal.sedef.bedpe,Seg_Dups,
HG02622,maternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02622.maternal.sedef.bedpe,Seg_Dups,
HG02622,paternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02622.paternal.sedef.bedpe,Seg_Dups,
HG02630,maternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02630.maternal.sedef.bedpe,Seg_Dups,
HG02630,paternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02630.paternal.sedef.bedpe,Seg_Dups,
HG02717,maternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02717.maternal.sedef.bedpe,Seg_Dups,
HG02717,paternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02717.paternal.sedef.bedpe,Seg_Dups,
HG02723,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02723.maternal.sedef.bedpe,Seg_Dups,
HG02723,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02723.paternal.sedef.bedpe,Seg_Dups,
HG02818,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02818.maternal.sedef.bedpe,Seg_Dups,
HG02818,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02818.paternal.sedef.bedpe,Seg_Dups,
HG02886,maternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02886.maternal.sedef.bedpe,Seg_Dups,
HG02886,paternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02886.paternal.sedef.bedpe,Seg_Dups,
HG03098,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03098.maternal.sedef.bedpe,Seg_Dups,
HG03098,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03098.paternal.sedef.bedpe,Seg_Dups,
HG03453,maternal,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03453.maternal.sedef.bedpe,Seg_Dups,
HG03453,paternal,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03453.paternal.sedef.bedpe,Seg_Dups,
HG03486,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03486.maternal.sedef.bedpe,Seg_Dups,
HG03486,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03486.paternal.sedef.bedpe,Seg_Dups,
HG03492,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03492.maternal.sedef.bedpe,Seg_Dups,
HG03492,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03492.paternal.sedef.bedpe,Seg_Dups,
HG03516,maternal,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03516.maternal.sedef.bedpe,Seg_Dups,
HG03516,paternal,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03516.paternal.sedef.bedpe,Seg_Dups,
HG03540,maternal,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03540.maternal.sedef.bedpe,Seg_Dups,
HG03540,paternal,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03540.paternal.sedef.bedpe,Seg_Dups,
HG03579,maternal,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03579.maternal.sedef.bedpe,Seg_Dups,
HG03579,paternal,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG03579.paternal.sedef.bedpe,Seg_Dups,
NA18906,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA18906.maternal.sedef.bedpe,Seg_Dups,
NA18906,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA18906.paternal.sedef.bedpe,Seg_Dups,
NA19240,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA19240.maternal.sedef.bedpe,Seg_Dups,
NA19240,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA19240.paternal.sedef.bedpe,Seg_Dups,
NA20129,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA20129.maternal.sedef.bedpe,Seg_Dups,
NA20129,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA20129.paternal.sedef.bedpe,Seg_Dups,
NA21309,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA21309.maternal.sedef.bedpe,Seg_Dups,
NA21309,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/NA21309.paternal.sedef.bedpe,Seg_Dups,
HG002,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG002.mat.trf.bed.gz,TRF,
HG002,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG002.pat.trf.bed.gz,TRF,
HG00438,maternal,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00438.mat.trf.bed.gz,TRF,
HG00438,paternal,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00438.pat.trf.bed.gz,TRF,
HG005,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG005.mat.trf.bed.gz,TRF,
HG005,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG005.pat.trf.bed.gz,TRF,
HG00621,maternal,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00621.mat.trf.bed.gz,TRF,
HG00621,paternal,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00621.pat.trf.bed.gz,TRF,
HG00673,maternal,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00673.mat.trf.bed.gz,TRF,
HG00673,paternal,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00673.pat.trf.bed.gz,TRF,
HG00733,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00733.mat.trf.bed.gz,TRF,
HG00733,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00733.pat.trf.bed.gz,TRF,
HG00735,maternal,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00735.mat.trf.bed.gz,TRF,
HG00735,paternal,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00735.pat.trf.bed.gz,TRF,
HG00741,maternal,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00741.mat.trf.bed.gz,TRF,
HG00741,paternal,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG00741.pat.trf.bed.gz,TRF,
HG01071,maternal,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01071.mat.trf.bed.gz,TRF,
HG01071,paternal,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01071.pat.trf.bed.gz,TRF,
HG01106,maternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01106.mat.trf.bed.gz,TRF,
HG01106,paternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01106.pat.trf.bed.gz,TRF,
HG01109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01109.mat.trf.bed.gz,TRF,
HG01109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01109.pat.trf.bed.gz,TRF,
HG01123,maternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01123.mat.trf.bed.gz,TRF,
HG01123,paternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01123.pat.trf.bed.gz,TRF,
HG01175,maternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01175.mat.trf.bed.gz,TRF,
HG01175,paternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01175.pat.trf.bed.gz,TRF,
HG01243,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01243.mat.trf.bed.gz,TRF,
HG01243,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01243.pat.trf.bed.gz,TRF,
HG01258,maternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01258.mat.trf.bed.gz,TRF,
HG01258,paternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01258.pat.trf.bed.gz,TRF,
HG01358,maternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01358.mat.trf.bed.gz,TRF,
HG01358,paternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01358.pat.trf.bed.gz,TRF,
HG01361,maternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01361.mat.trf.bed.gz,TRF,
HG01361,paternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01361.pat.trf.bed.gz,TRF,
HG01891,maternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01891.mat.trf.bed.gz,TRF,
HG01891,paternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01891.pat.trf.bed.gz,TRF,
HG01928,maternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01928.mat.trf.bed.gz,TRF,
HG01928,paternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01928.pat.trf.bed.gz,TRF,
HG01952,maternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01952.mat.trf.bed.gz,TRF,
HG01952,paternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01952.pat.trf.bed.gz,TRF,
HG01978,maternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01978.mat.trf.bed.gz,TRF,
HG01978,paternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01978.pat.trf.bed.gz,TRF,
HG02055,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02055.mat.trf.bed.gz,TRF,
HG02055,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02055.pat.trf.bed.gz,TRF,
HG02080,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02080.mat.trf.bed.gz,TRF,
HG02080,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02080.pat.trf.bed.gz,TRF,
HG02109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02109.mat.trf.bed.gz,TRF,
HG02109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02109.pat.trf.bed.gz,TRF,
HG02145,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02145.mat.trf.bed.gz,TRF,
HG02145,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02145.pat.trf.bed.gz,TRF,
HG02148,maternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02148.mat.trf.bed.gz,TRF,
HG02148,paternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02148.pat.trf.bed.gz,TRF,
HG02257,maternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02257.mat.trf.bed.gz,TRF,
HG02257,paternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02257.pat.trf.bed.gz,TRF,
HG02486,maternal,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02486.mat.trf.bed.gz,TRF,
HG02486,paternal,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02486.pat.trf.bed.gz,TRF,
HG02559,maternal,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02559.mat.trf.bed.gz,TRF,
HG02559,paternal,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02559.pat.trf.bed.gz,TRF,
HG02572,maternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02572.mat.trf.bed.gz,TRF,
HG02572,paternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02572.pat.trf.bed.gz,TRF,
HG02622,maternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02622.mat.trf.bed.gz,TRF,
HG02622,paternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02622.pat.trf.bed.gz,TRF,
HG02630,maternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02630.mat.trf.bed.gz,TRF,
HG02630,paternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02630.pat.trf.bed.gz,TRF,
HG02717,maternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02717.mat.trf.bed.gz,TRF,
HG02717,paternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02717.pat.trf.bed.gz,TRF,
HG02723,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02723.mat.trf.bed.gz,TRF,
HG02723,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02723.pat.trf.bed.gz,TRF,
HG02818,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02818.mat.trf.bed.gz,TRF,
HG02818,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02818.pat.trf.bed.gz,TRF,
HG02886,maternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02886.mat.trf.bed.gz,TRF,
HG02886,paternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02886.pat.trf.bed.gz,TRF,
HG03098,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03098.mat.trf.bed.gz,TRF,
HG03098,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03098.pat.trf.bed.gz,TRF,
HG03453,maternal,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03453.mat.trf.bed.gz,TRF,
HG03453,paternal,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03453.pat.trf.bed.gz,TRF,
HG03486,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03486.mat.trf.bed.gz,TRF,
HG03486,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03486.pat.trf.bed.gz,TRF,
HG03492,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03492.mat.trf.bed.gz,TRF,
HG03492,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03492.pat.trf.bed.gz,TRF,
HG03516,maternal,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03516.mat.trf.bed.gz,TRF,
HG03516,paternal,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03516.pat.trf.bed.gz,TRF,
HG03540,maternal,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03540.mat.trf.bed.gz,TRF,
HG03540,paternal,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03540.pat.trf.bed.gz,TRF,
HG03579,maternal,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03579.mat.trf.bed.gz,TRF,
HG03579,paternal,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG03579.pat.trf.bed.gz,TRF,
NA18906,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA18906.mat.trf.bed.gz,TRF,
NA18906,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA18906.pat.trf.bed.gz,TRF,
NA19240,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA19240.mat.trf.bed.gz,TRF,
NA19240,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA19240.pat.trf.bed.gz,TRF,
NA20129,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA20129.mat.trf.bed.gz,TRF,
NA20129,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA20129.pat.trf.bed.gz,TRF,
NA21309,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA21309.mat.trf.bed.gz,TRF,
