design_description	size_selection	basecaller_model	library_strategy	total_reads	Gb	library_ID	basecaller_version	notes	filetype	ccs_algorithm	quartile_25	ntsm_score	DeepConsensus_version	path	filename	library_selection	shear_method	polymerase_version	500kb+	seq_kit	biosample_accession	max	total_Gbp	seq_plate_chemistry_version	library_layout	generator_facility	N50	200kb+	coverage	mean	N25	total_bp	400kb+	sample_ID	sample	read_N50	1Mb+	data_type	study	N75	min	quartile_50	platform	instrument_model	quartile_75	whales	100kb+	300kb+	library_source	basecaller	generator_contact	result	accession	Sample	Accession	familyID	Subpopulation	Superpopulation	Production Year
HiFi sequencing of 23kb fractionated gDNA	PippinHT	N/A	WGS	9188.0	N/A	PG02922.HFSS2	N/A	N/A	N/A	6.3.0	16859.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2053.5mc.hifi_reads.bam	m64457e_220904_135104-bc2053.5mc.hifi_reads.bam	RANDOM	Megaruptor 3	P3.2	N/A	N/A	SAMN33758788	43604.0	0.19	C2	single	University of Washington	23139.0	N/A	N/A	21152.0	19118.0	194353188.0	N/A	HG02922	N/A	N/A	N/A	unaligned reads	SRP305758	27684.0	1163.0	21228.0	PACBIO_SMRT	PacBio Sequel II	25652.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR23922663	HG02922	SAMN33758788	NG06	ESN	AFR	YR3
HiFi sequencing of 22kb fractionated gDNA	PippinHT	N/A	WGS	1975484.0	N/A	PG18983.HFSS2	N/A	N/A	N/A	6.3.0	18140.0	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2055.5mc.hifi_reads.bam	m64457e_220904_135104-bc2055.5mc.hifi_reads.bam	RANDOM	Megaruptor 3	P3.2	N/A	N/A	SAMN33758798	66528.0	42.15	C2	single	University of Washington	21640.0	N/A	N/A	21337.0	18786.0	42152212914.0	N/A	NA18983	N/A	N/A	N/A	unaligned reads	SRP305758	25068.0	82.0	20727.0	PACBIO_SMRT	PacBio Sequel II	24026.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR23922649	NA18983	SAMN33758798		JPT	EAS	YR3
HiFi sequencing of 23kb fractionated gDNA	PippinHT	N/A	WGS	10101.0	N/A	PG02922.HFSS2	N/A	N/A	N/A	6.3.0	15374.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2053.5mc.hifi_reads.bam	m64457e_220906_104717-bc2053.5mc.hifi_reads.bam	RANDOM	Megaruptor 3	P3.2	N/A	N/A	SAMN33758788	42061.0	0.2	C2	single	University of Washington	22312.0	N/A	N/A	19880.0	18159.0	200809444.0	N/A	HG02922	N/A	N/A	N/A	unaligned reads	SRP305758	26640.0	1321.0	20075.0	PACBIO_SMRT	PacBio Sequel II	24486.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR23922663	HG02922	SAMN33758788	NG06	ESN	AFR	YR3
HiFi sequencing of 22kb fractionated gDNA	PippinHT	N/A	WGS	2047793.0	N/A	PG18983.HFSS2	N/A	N/A	N/A	6.3.0	17794.0	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2055.5mc.hifi_reads.bam	m64457e_220906_104717-bc2055.5mc.hifi_reads.bam	RANDOM	Megaruptor 3	P3.2	N/A	N/A	SAMN33758798	58895.0	42.79	C2	single	University of Washington	21100.0	N/A	N/A	20897.0	18385.0	42794312016.0	N/A	NA18983	N/A	N/A	N/A	unaligned reads	SRP305758	24496.0	88.0	20225.0	PACBIO_SMRT	PacBio Sequel II	23449.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR23922649	NA18983	SAMN33758798		JPT	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2687625.0	N/A	PG00099_1.HFSS_dc	N/A	N/A	N/A	N/A	17762.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00099.m54329U_220825_174247.dc.q20.fastq.gz	HG00099.m54329U_220825_174247.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758778	64413.0	56.1	C2	single	University of Washington	21041.0	N/A	N/A	20874.0	18348.0	56102007798.0	N/A	HG00099	N/A	N/A	N/A	unaligned reads	SRP305758	24496.0	107.0	20158.0	PACBIO_SMRT	PacBio Sequel II	23398.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545347	HG00099	SAMN33758778		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2643186.0	N/A	PG00099_2.HFSS_dc	N/A	N/A	N/A	N/A	17277.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00099.m54329U_220827_143814.dc.q20.fastq.gz	HG00099.m54329U_220827_143814.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758778	62341.0	52.92	C2	single	University of Washington	20061.0	N/A	N/A	20020.0	17731.0	52918724515.0	N/A	HG00099	N/A	N/A	N/A	unaligned reads	SRP305758	23169.0	345.0	19348.0	PACBIO_SMRT	PacBio Sequel II	22242.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545347	HG00099	SAMN33758778		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2866917.0	N/A	PG00099_2.HFSS_dc	N/A	N/A	N/A	N/A	17309.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00099.m54329U_220829_095708.dc.q20.fastq.gz	HG00099.m54329U_220829_095708.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758778	59992.0	57.54	C2	single	University of Washington	20126.0	N/A	N/A	20070.0	17772.0	57539149577.0	N/A	HG00099	N/A	N/A	N/A	unaligned reads	SRP305758	23248.0	138.0	19403.0	PACBIO_SMRT	PacBio Sequel II	22315.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545347	HG00099	SAMN33758778		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	572695.0	N/A	HG00140_lib1_dc	N/A	N/A	N/A	N/A	17863.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64043_220728_173215.dc.q20.fastq.gz	HG00140.m64043_220728_173215.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621941	55287.0	11.35	C2	single	University of Washington	19752.0	N/A	N/A	19810.0	18143.0	11345594738.0	N/A	HG00140	N/A	N/A	N/A	unaligned reads	SRP305758	21783.0	117.0	19392.0	PACBIO_SMRT	PacBio Sequel II	21297.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545346	HG00140	SAMN33621941		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1674999.0	N/A	HG00140_lib1_dc	N/A	N/A	N/A	N/A	18583.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220715_182717.dc.q20.fastq.gz	HG00140.m64136_220715_182717.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621941	72795.0	36.92	C2	single	University of Washington	21796.0	N/A	N/A	22040.0	19133.0	36918329655.0	N/A	HG00140	N/A	N/A	N/A	unaligned reads	SRP305758	26100.0	400.0	20827.0	PACBIO_SMRT	PacBio Sequel II	24430.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545346	HG00140	SAMN33621941		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1777227.0	N/A	HG00140_lib1_dc	N/A	N/A	N/A	N/A	18584.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220717_152248.dc.q20.fastq.gz	HG00140.m64136_220717_152248.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621941	68287.0	39.2	C2	single	University of Washington	21799.0	N/A	N/A	22054.0	19136.0	39196212009.0	N/A	HG00140	N/A	N/A	N/A	unaligned reads	SRP305758	26138.0	294.0	20825.0	PACBIO_SMRT	PacBio Sequel II	24451.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545346	HG00140	SAMN33621941		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1782816.0	N/A	HG00140_lib1_dc	N/A	N/A	N/A	N/A	18543.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220719_122056.dc.q20.fastq.gz	HG00140.m64136_220719_122056.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621941	74729.0	39.15	C2	single	University of Washington	21705.0	N/A	N/A	21960.0	19082.0	39151198475.0	N/A	HG00140	N/A	N/A	N/A	unaligned reads	SRP305758	25964.0	279.0	20750.0	PACBIO_SMRT	PacBio Sequel II	24315.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545346	HG00140	SAMN33621941		GBR	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2766007.0	N/A	PG00280.HFSS_dc	N/A	N/A	N/A	N/A	16987.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00280.m54329U_220901_221341.dc.q20.fastq.gz	HG00280.m54329U_220901_221341.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758779	66666.0	55.1	C2	single	University of Washington	19949.0	N/A	N/A	19922.0	17476.0	55104620054.0	N/A	HG00280	N/A	N/A	N/A	unaligned reads	SRP305758	23253.0	91.0	19159.0	PACBIO_SMRT	PacBio Sequel II	22208.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545335	HG00280	SAMN33758779		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2117048.0	N/A	PG00280.HFSS_dc	N/A	N/A	N/A	N/A	17049.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00280.m64076_220831_191646.dc.q20.fastq.gz	HG00280.m64076_220831_191646.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758779	63656.0	42.32	C2	single	University of Washington	20043.0	N/A	N/A	19988.0	17549.0	42317282570.0	N/A	HG00280	N/A	N/A	N/A	unaligned reads	SRP305758	23323.0	82.0	19244.0	PACBIO_SMRT	PacBio Sequel II	22305.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545335	HG00280	SAMN33758779		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2627493.0	N/A	PG00280.HFSS_dc	N/A	N/A	N/A	N/A	17533.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00280.m64457e_220825_195635.dc.q20.fastq.gz	HG00280.m64457e_220825_195635.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758779	63894.0	54.14	C2	single	University of Washington	20808.0	N/A	N/A	20606.0	18112.0	54142441428.0	N/A	HG00280	N/A	N/A	N/A	unaligned reads	SRP305758	24128.0	112.0	19955.0	PACBIO_SMRT	PacBio Sequel II	23125.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545335	HG00280	SAMN33758779		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	352327.0	N/A	HG00323_lib1_dc	N/A	N/A	N/A	N/A	19009.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64043_220728_173215.dc.q20.fastq.gz	HG00323.m64043_220728_173215.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621942	57489.0	7.52	C2	single	University of Washington	21456.0	N/A	N/A	21356.0	19422.0	7524316582.0	N/A	HG00323	N/A	N/A	N/A	unaligned reads	SRP305758	23918.0	1028.0	20965.0	PACBIO_SMRT	PacBio Sequel II	23289.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545324	HG00323	SAMN33621942		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1906575.0	N/A	HG00323_lib1_dc	N/A	N/A	N/A	N/A	16271.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220708_205611.dc.q20.fastq.gz	HG00323.m64136_220708_205611.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621942	62093.0	36.65	C2	single	University of Washington	19416.0	N/A	N/A	19221.0	16772.0	36647858804.0	N/A	HG00323	N/A	N/A	N/A	unaligned reads	SRP305758	22514.0	228.0	18525.0	PACBIO_SMRT	PacBio Sequel II	21588.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545324	HG00323	SAMN33621942		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1969371.0	N/A	HG00323_lib1_dc	N/A	N/A	N/A	N/A	16236.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220710_175208.dc.q20.fastq.gz	HG00323.m64136_220710_175208.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621942	62819.0	37.74	C2	single	University of Washington	19335.0	N/A	N/A	19162.0	16728.0	37738047851.0	N/A	HG00323	N/A	N/A	N/A	unaligned reads	SRP305758	22440.0	61.0	18450.0	PACBIO_SMRT	PacBio Sequel II	21516.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545324	HG00323	SAMN33621942		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1986891.0	N/A	HG00323_lib1_dc	N/A	N/A	N/A	N/A	16250.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220712_144943.dc.q20.fastq.gz	HG00323.m64136_220712_144943.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621942	59330.0	38.12	C2	single	University of Washington	19368.0	N/A	N/A	19184.0	16746.0	38117507590.0	N/A	HG00323	N/A	N/A	N/A	unaligned reads	SRP305758	22466.0	158.0	18482.0	PACBIO_SMRT	PacBio Sequel II	21540.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545324	HG00323	SAMN33621942		FIN	EUR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2333870.0	N/A	HG00408_lib1_dc	N/A	N/A	N/A	N/A	16485.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00408.m64136_211111_194404.dc.q20.fastq.gz	HG00408.m64136_211111_194404.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621943	61297.0	44.81	C2	single	University of Washington	18540.0	N/A	N/A	19200.0	16774.0	44812028504.0	N/A	HG00408	N/A	N/A	N/A	unaligned reads	SRP305758	22353.0	83.0	17955.0	PACBIO_SMRT	PacBio Sequel II	20955.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545313	HG00408	SAMN33621943	SH002	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2300157.0	N/A	HG00408_lib1_dc	N/A	N/A	N/A	N/A	16522.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00408.m64136_211113_063830.dc.q20.fastq.gz	HG00408.m64136_211113_063830.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621943	59303.0	44.37	C2	single	University of Washington	18626.0	N/A	N/A	19290.0	16821.0	44370139003.0	N/A	HG00408	N/A	N/A	N/A	unaligned reads	SRP305758	22516.0	808.0	18015.0	PACBIO_SMRT	PacBio Sequel II	21113.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545313	HG00408	SAMN33621943	SH002	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	2352957.0	N/A	HG00408_lib1_dc	N/A	N/A	N/A	N/A	16500.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00408.m64136_211114_164241.dc.q20.fastq.gz	HG00408.m64136_211114_164241.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621943	70538.0	45.27	C2	single	University of Washington	18566.0	N/A	N/A	19238.0	16792.0	45267854968.0	N/A	HG00408	N/A	N/A	N/A	unaligned reads	SRP305758	22425.0	299.0	17973.0	PACBIO_SMRT	PacBio Sequel II	21009.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545313	HG00408	SAMN33621943	SH002	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1871072.0	N/A	HG00558.HFSS_dc	N/A	N/A	N/A	N/A	16689.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00558.m54329U_220107_233847.dc.q20.fastq.gz	HG00558.m54329U_220107_233847.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758780	86842.0	39.59	C2	single	University of Washington	21883.0	N/A	N/A	21160.0	17954.0	39592932418.0	N/A	HG00558	N/A	N/A	N/A	unaligned reads	SRP305758	26674.0	72.0	20169.0	PACBIO_SMRT	PacBio Sequel II	24635.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545306	HG00558	SAMN33758780	SH045	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1955960.0	N/A	HG00558.HFSS_dc	N/A	N/A	N/A	N/A	16721.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00558.m54329U_220114_143904.dc.q20.fastq.gz	HG00558.m54329U_220114_143904.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758780	67567.0	41.47	C2	single	University of Washington	21930.0	N/A	N/A	21201.0	17999.0	41469474397.0	N/A	HG00558	N/A	N/A	N/A	unaligned reads	SRP305758	26711.0	208.0	20221.0	PACBIO_SMRT	PacBio Sequel II	24665.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545306	HG00558	SAMN33758780	SH045	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1969873.0	N/A	HG00558.HFSS_dc	N/A	N/A	N/A	N/A	16697.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00558.m54329U_220116_013607.dc.q20.fastq.gz	HG00558.m54329U_220116_013607.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758780	70144.0	41.71	C2	single	University of Washington	21908.0	N/A	N/A	21174.0	17972.0	41711456205.0	N/A	HG00558	N/A	N/A	N/A	unaligned reads	SRP305758	26673.0	61.0	20193.0	PACBIO_SMRT	PacBio Sequel II	24635.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545306	HG00558	SAMN33758780	SH045	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	129174.0	N/A	HG00558.HFSS_dc	N/A	N/A	N/A	N/A	16550.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00558.m64076_220216_013707.dc.q20.fastq.gz	HG00558.m64076_220216_013707.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758780	61101.0	2.7	C2	single	University of Washington	21564.0	N/A	N/A	20924.0	17778.0	2702910493.0	N/A	HG00558	N/A	N/A	N/A	unaligned reads	SRP305758	26256.0	772.0	19930.0	PACBIO_SMRT	PacBio Sequel II	24233.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545306	HG00558	SAMN33758780	SH045	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1933384.0	N/A	HG00597_lib1_dc	N/A	N/A	N/A	N/A	19066.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211210_180342.dc.q20.fastq.gz	HG00597.m64043_211210_180342.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621944	56567.0	40.77	C2	single	University of Washington	20850.0	N/A	N/A	21088.0	19281.0	40772332453.0	N/A	HG00597	N/A	N/A	N/A	unaligned reads	SRP305758	23032.0	435.0	20503.0	PACBIO_SMRT	PacBio Sequel II	22523.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545305	HG00597	SAMN33621944	SH058	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1913042.0	N/A	HG00597_lib1_dc	N/A	N/A	N/A	N/A	19057.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211212_045901.dc.q20.fastq.gz	HG00597.m64043_211212_045901.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621944	63970.0	40.3	C2	single	University of Washington	20829.0	N/A	N/A	21067.0	19271.0	40302307968.0	N/A	HG00597	N/A	N/A	N/A	unaligned reads	SRP305758	23004.0	505.0	20487.0	PACBIO_SMRT	PacBio Sequel II	22500.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545305	HG00597	SAMN33621944	SH058	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1905736.0	N/A	HG00597_lib1_dc	N/A	N/A	N/A	N/A	19047.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211213_155654.dc.q20.fastq.gz	HG00597.m64043_211213_155654.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621944	67603.0	40.12	C2	single	University of Washington	20815.0	N/A	N/A	21050.0	19260.0	40116560377.0	N/A	HG00597	N/A	N/A	N/A	unaligned reads	SRP305758	22980.0	660.0	20475.0	PACBIO_SMRT	PacBio Sequel II	22479.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545305	HG00597	SAMN33621944	SH058	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	947828.0	N/A	HG00597_lib1_dc	N/A	N/A	N/A	N/A	14996.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211222_184851.dc.q20.fastq.gz	HG00597.m64043_211222_184851.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33621944	38352.0	15.0	C2	single	University of Washington	15857.0	N/A	N/A	15822.0	15067.0	14997092202.0	N/A	HG00597	N/A	N/A	N/A	unaligned reads	SRP305758	16679.0	430.0	15769.0	PACBIO_SMRT	PacBio Sequel II	16597.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545305	HG00597	SAMN33621944	SH058	CHS	EAS	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1935344.0	N/A	HG00639.HFSS_dc	N/A	N/A	N/A	N/A	15827.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m54329U_211222_104516.dc.q20.fastq.gz	HG00639.m54329U_211222_104516.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758781	66199.0	38.55	C2	single	University of Washington	20677.0	N/A	N/A	19917.0	17034.0	38547156714.0	N/A	HG00639	N/A	N/A	N/A	unaligned reads	SRP305758	25214.0	141.0	19042.0	PACBIO_SMRT	PacBio Sequel II	23213.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545304	HG00639	SAMN33758781	PR03	PUR	AMR	YR3
HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	PippinHT	N/A	WGS	1987877.0	N/A	HG00639.HFSS_dc	N/A	N/A	N/A	N/A	15963.0	N/A	1.2	s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m54329U_211230_014258.dc.q20.fastq.gz	HG00639.m54329U_211230_014258.dc.q20.fastq.gz	size fractionation	Megaruptor 3	P2	N/A	N/A	SAMN33758781	72780.0	39.94	C2	single	University of Washington	20832.0	N/A	N/A	20089.0	17171.0	39936124440.0	N/A	HG00639	N/A	N/A	N/A	unaligned reads	SRP305758	25354.0	125.0	19219.0	PACBIO_SMRT	PacBio Sequel II	23402.0	N/A	N/A	N/A	GENOMIC	N/A	kmiyamot@uw.edu	N/A	SRR26545304	HG00639	SAMN33758781	PR03	PUR	AMR	YR3
