100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,MM_remove,MM_review,MM_tag,N25,N50,N75,accession,barcode,basecaller,basecaller_model,basecaller_version,basecalling_version,bioproject_accession,biosample_accession,ccs_algorithm,cell_type,check-flnc reads,coverage,data_type,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,iso_filename,iso_library_id,jasmine_version,library_ID,library_layout,library_selection,library_source,library_strategy,lima_float_version,lima_version,max,mean,min,notes,ntsm_score,path,pbtrim_version,platform,platform_unit_1,platform_unit_2,polymerase_version,pool,primrose_filename,production,quartile_25,quartile_50,quartile_75,read_N50,refine_version,sample_ID,seq_kit,seq_plate_chemistry_version,sequencing_chemistry,shear_method,similarity,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,file_size
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,17652.0,20028.0,23278.0,SRR30545919,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237503,7.0.0,N/A,N/A,8.9,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231119_032407_s4.hifi_reads.bc2081.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02027_lib1_m84081_231119_032407_s4,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,60932.0,20001.0,116.0,,0.587265,s3://human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2081.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,17137.0,19254.0,22198.0,N/A,N/A,HG02027,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,27.72,27723436595.0,1386086.0,N/A,HG02027,VN050,male,KHV,EAS,YR2,120887456256
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,18401.0,21543.0,24525.0,SRR30545918,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237504,7.0.0,N/A,N/A,8.9,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231027_192451_s1.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02083_lib1_m84081_231027_192451_s1,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,54344.0,21142.0,293.0,,0.62206,s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,17856.0,20607.0,23626.0,N/A,N/A,HG02083,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,27.53,27531042836.0,1302160.0,N/A,HG02083,VN069,male,KHV,EAS,YR2,120850373354
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,18608.0,21819.0,24812.0,SRR30545917,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237504,7.0.0,N/A,N/A,8.5,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231029_013437_s1.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02083_lib1_m84081_231029_013437_s1,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,68194.0,21380.0,233.0,,0.600549,s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,18006.0,20926.0,23896.0,N/A,N/A,HG02083,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,26.49,26485559925.0,1238797.0,N/A,HG02083,VN069,male,KHV,EAS,YR2,114713022440
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,22316.0,24826.0,28520.0,SRR30545916,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237506,7.0.0,N/A,N/A,8.2,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231027_195514_s2.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02523_lib1_m84081_231027_195514_s2,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,61805.0,24987.0,173.0,,0.608098,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,21815.0,24089.0,27367.0,N/A,N/A,HG02523,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,25.37,25368887506.0,1015279.0,N/A,HG02523,VN090,female,KHV,EAS,YR2,109936636985
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,22130.0,24465.0,27807.0,SRR30545915,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237506,7.0.0,N/A,N/A,7.2,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231027_202621_s3.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02523_lib1_m84081_231027_202621_s3,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,59720.0,24621.0,162.0,,0.616341,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,21672.0,23824.0,26796.0,N/A,N/A,HG02523,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,22.26,22264325773.0,904264.0,N/A,HG02523,VN090,female,KHV,EAS,YR2,96665087053
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,22385.0,24919.0,28637.0,SRR30545914,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237506,7.0.0,N/A,N/A,7.8,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231029_020543_s2.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02523_lib1_m84081_231029_020543_s2,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,70651.0,25073.0,201.0,,0.575744,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,21884.0,24171.0,27465.0,N/A,N/A,HG02523,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,24.26,24260432953.0,967562.0,N/A,HG02523,VN090,female,KHV,EAS,YR2,104511330831
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,22476.0,25072.0,28881.0,SRR30545913,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237506,7.0.0,N/A,N/A,7.8,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231029_023649_s3.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02523_lib1_m84081_231029_023649_s3,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,64892.0,25223.0,791.0,,0.600717,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,21964.0,24295.0,27686.0,N/A,N/A,HG02523,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,24.08,24084906461.0,954842.0,N/A,HG02523,VN090,female,KHV,EAS,YR2,101685203466
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,17348.0,19419.0,22930.0,SRR30545912,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237509,7.0.0,N/A,N/A,37.3,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231105_021548_s2.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02698_lib1_m84081_231105_021548_s2,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,61919.0,19750.0,167.0,,0.528458,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m84081_231105_021548_s2.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,17026.0,18734.0,21962.0,N/A,N/A,HG02698,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,115.63,115625120833.0,5854171.0,N/A,HG02698,PK21,male,PJL,SAS,YR2,502983401011
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,15639.0,16544.0,17685.0,SRR30545911,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237511,7.0.0,N/A,N/A,24.8,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231112_023836_s2.hifi_reads.default.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG03654_lib1_m84081_231112_023836_s2,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,57246.0,16806.0,123.0,,0.563236,s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.default.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,15532.0,16390.0,17457.0,N/A,N/A,HG03654,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,76.84,76840555351.0,4572174.0,N/A,HG03654,PK53,male,PJL,SAS,YR2,335104777302
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,19644.0,22516.0,26372.0,SRR30545910,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237507,7.0.0,N/A,N/A,8.8,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231119_015049_s1.hifi_reads.bc2083.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02602_lib1_m84081_231119_015049_s1,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,67377.0,22346.0,193.0,,0.593199,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2083.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,18942.0,21531.0,25016.0,N/A,N/A,HG02602,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,27.24,27235147908.0,1218758.0,N/A,HG02602,PK09,male,PJL,SAS,YR2,120558708553
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,19647.0,22536.0,26419.0,SRR30545908,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237507,7.0.0,N/A,N/A,9.5,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231119_022155_s2.hifi_reads.bc2083.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02602_lib1_m84081_231119_022155_s2,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,66930.0,22367.0,129.0,,0.576334,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2083.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,18937.0,21544.0,25049.0,N/A,N/A,HG02602,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,29.4,29397582754.0,1314322.0,N/A,HG02602,PK09,male,PJL,SAS,YR2,128459402946
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,19658.0,22557.0,26449.0,SRR30545907,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237507,7.0.0,N/A,N/A,9.0,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231119_025301_s3.hifi_reads.bc2083.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG02602_lib1_m84081_231119_025301_s3,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,69941.0,22380.0,126.0,,0.587095,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2083.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,18946.0,21554.0,25078.0,N/A,N/A,HG02602,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,27.92,27920059129.0,1247529.0,N/A,HG02602,PK09,male,PJL,SAS,YR2,123488927088
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,19767.0,21621.0,23833.0,SRR30545906,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237513,7.0.0,N/A,N/A,13.3,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231117_193129_s1.hifi_reads.bc2082.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG03710_lib1_m84081_231117_193129_s1,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,69535.0,21525.0,144.0,,0.574519,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,19419.0,21200.0,23322.0,N/A,N/A,HG03710,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,41.3,41300858534.0,1918695.0,N/A,HG03710,PK62,male,PJL,SAS,YR2,183171332616
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,19769.0,21629.0,23842.0,SRR30545905,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237513,7.0.0,N/A,N/A,13.3,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231117_201125_s2.hifi_reads.bc2082.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG03710_lib1_m84081_231117_201125_s2,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,70092.0,21532.0,79.0,,0.547829,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,19418.0,21206.0,23329.0,N/A,N/A,HG03710,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,41.38,41375220820.0,1921559.0,N/A,HG03710,PK62,male,PJL,SAS,YR2,182208562291
N/A,N/A,N/A,N/A,N/A,N/A,,False,True,True,19809.0,21684.0,23919.0,SRR30545904,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237513,7.0.0,N/A,N/A,14.2,unaligned reads,,,,HiFi sequencing of 20kb fractionated gDNA,m84081_231117_204232_s3.hifi_reads.bc2082.bam,bam,tgraves@wustl.edu,Washington University,Revio,N/A,N/A,N/A,HG03710_lib1_m84081_231117_204232_s3,single,size fractionation,GENOMIC,WGS,2.0701,2.7.1,63910.0,21602.0,112.0,,0.557351,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam,N/A,PACBIO_SMRT,N/A,N/A,Revio P1,N/A,,WUSTL_HPRC_HiFi_Year2_TopUp,19460.0,21258.0,23396.0,N/A,N/A,HG03710,N/A,Revio C1,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,44.03,44028183566.0,2038064.0,N/A,HG03710,PK62,male,PJL,SAS,YR2,190752703467
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,18131.0,19724.0,21738.0,SRR23732295,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621941,6.0.0,N/A,N/A,3.3,unaligned reads,3.66,HG00140.m64043_220728_173215.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64043_220728_173215.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64043_220728_173215-bc1018.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG00140_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,53341.0,19783.0,51.0,,,s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m64043_220728_173215-bc1018.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,17853.0,19373.0,21259.0,N/A,N/A,HG00140,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,10.23,10233445025.0,517275.0,N/A,HG00140,,male,GBR,EUR,YR3,37894882992
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,16743.0,19365.0,22473.0,SRR23732294,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621942,6.0.0,N/A,N/A,10.8,unaligned reads,11.82,HG00323.m64136_220708_205611.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220708_205611.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64136_220708_205611-bc1016.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG00323_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,61839.0,19187.0,61.0,,,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220708_205611-bc1016.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,16250.0,18478.0,21546.0,N/A,N/A,HG00323,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,33.48,33478490857.0,1744844.0,N/A,HG00323,,female,FIN,EUR,YR3,123535371279
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,16770.0,18510.0,22318.0,SRR23732283,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621943,6.0.0,N/A,N/A,12.5,unaligned reads,14.6,HG00408.m64136_211114_164241.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00408/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00408.m64136_211114_164241.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64136_211114_164241-bc1002.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG00408_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,53377.0,19185.0,139.0,,,s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/m64136_211114_164241-bc1002.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,16486.0,17935.0,20910.0,N/A,N/A,HG00408,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,38.73,38730219265.0,2018757.0,N/A,HG00408,SH002,female,CHS,EAS,YR3,149389866933
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,19270.0,20815.0,22972.0,SRR23732280,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621944,6.0.0,N/A,N/A,11.0,unaligned reads,13.15,HG00597.m64043_211210_180342.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211210_180342.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64043_211210_180342-bc1021.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG00597_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,56238.0,21055.0,406.0,,,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/m64043_211210_180342-bc1021.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,19061.0,20477.0,22470.0,N/A,N/A,HG00597,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,34.14,34138087985.0,1621355.0,N/A,HG00597,SH058,female,CHS,EAS,YR3,131367615695
N/A,N/A,N/A,N/A,N/A,N/A,,False,False,True,18452.0,20438.0,23304.0,SRR23732279,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621945,6.0.0,N/A,N/A,12.2,unaligned reads,15.02,HG01192.m64043_211126_061537.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01192/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01192.m64043_211126_061537.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64043_211126_061537.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG01192_lib1,single,size fractionation,GENOMIC,WGS,,,53478.0,20583.0,153.0,,,s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m64043_211126_061537.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,18074.0,19879.0,22435.0,N/A,N/A,HG01192,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,37.68,37677927562.0,1830528.0,N/A,HG01192,PR40,male,PUR,AMR,YR3,145528832857
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,18369.0,20229.0,24356.0,SRR23732278,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621946,6.0.0,N/A,N/A,4.5,unaligned reads,5.18,HG01261.m64043_211222_184851.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64043_211222_184851.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64043_211222_184851-bc1001.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG01261_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,67189.0,20999.0,718.0,,,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64043_211222_184851-bc1001.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,18072.0,19630.0,22593.0,N/A,N/A,HG01261,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,13.94,13944839852.0,664050.0,N/A,HG01261,CLM17,male,CLM,AMR,YR3,53102357508
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,17823.0,19259.0,21526.0,SRR23732277,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621947,6.0.0,N/A,N/A,12.1,unaligned reads,13.52,HG01975.m64043_211113_003158.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01975/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01975.m64043_211113_003158.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64043_211113_003158-bc1003.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG01975_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,58778.0,19715.0,230.0,,,s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211113_003158-bc1003.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,17636.0,18916.0,20851.0,N/A,N/A,HG01975,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,37.41,37414972875.0,1897742.0,N/A,HG01975,PEL25,female,PEL,AMR,YR3,140834729606
N/A,N/A,N/A,N/A,N/A,N/A,,True,True,True,16688.0,19402.0,23437.0,SRR23732276,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN33621948,6.0.0,N/A,N/A,24.2,unaligned reads,14.3,HG02015.m64043_210903_163032.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02015/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02015.m64043_210903_163032.dc.q20.fastq.gz,HiFi sequencing of 20kb fractionated gDNA,m64043_210903_163032-bc1022.5mc.hifi_reads.bam,bam,tgraves@wustl.edu,Washington University,Sequel II,N/A,N/A,N/A,HG02015_lib1,single,size fractionation,GENOMIC,WGS,2.01,2.1.0,388970.0,19410.0,51.0,,,s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_HiFi/m64043_210903_163032-bc1022.5mc.hifi_reads.bam,N/A,PACBIO_SMRT,N/A,N/A,P2.2,N/A,,WUSTL_HPRC_HiFi_Year3,16061.0,17931.0,21538.0,N/A,N/A,HG02015,N/A,C2,N/A,Megaruptor 1,N/A,SageELF,SRP305758,,75.03,75027463744.0,3865204.0,N/A,HG02015,VN046,male,KHV,EAS,YR3,234391032457
