sample_id,haplotype,assembly,fasta_sha256,release,phasing,assembly_method,assembly_method_version,assembly_date,assembly_name,source,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,biosample_id,population_descriptor,population_abbreviation,trio_available,family_id,paternal_id,maternal_id,sex,tissue,collection,alternative_id,notes,file_size
HG04157,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG04157_mat_hprc_r2_v1.0.1,hprc,GCA_042036305.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37706909,Bengali in Bangladesh,BEB,True,BD52,HG04155,HG04156,male,B-Lymphocyte,1000G,,,899309165
HG04160,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG04160_mat_hprc_r2_v1.0.1,hprc,GCA_042036395.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37706910,Bengali in Bangladesh,BEB,True,BD53,HG04158,HG04159,male,B-Lymphocyte,1000G,,,901533834
HG04204,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG04204_mat_hprc_r2_v1.0.1,hprc,GCA_042036425.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26267390,Sri Lankan Tamil in the UK,STU,True,ST006,HG03679,HG03642,male,B-Lymphocyte,1000G,,,901830256
HG04228,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG04228_mat_hprc_r2_v1.0.1,hprc,GCA_042036915.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26267391,Sri Lankan Tamil in the UK,STU,True,ST232,HG04229,HG04227,male,B-Lymphocyte,1000G,,,899032051
HG00706,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG00706_mat_hprc_r2_v1.0.1,hprc,GCA_046116005.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37706905,"Han Chinese South, China",CHS,True,SH090,HG00704,HG00705,male,B-Lymphocyte,1000G,,,903137883
HG03816,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03816_mat_hprc_r2_v1.0.1,hprc,GCA_046116015.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37706908,Bengali in Bangladesh,BEB,True,BD22,HG03815,HG03814,female,B-Lymphocyte,1000G,,,899803774
HG00423,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG00423_mat_hprc_r2_v1.0.1,hprc,GCA_042076545.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26237490,"Han Chinese South, China",CHS,True,SH007,HG00421,HG00422,female,B-Lymphocyte,1000G,,,902270900
HG00544,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG00544_mat_hprc_r2_v1.0.1,hprc,GCA_042076565.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26237491,"Han Chinese South, China",CHS,True,SH042,HG00542,HG00543,female,B-Lymphocyte,1000G,,,901462613
HG01943,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01943_mat_hprc_r2_v1.0.1,hprc,GCA_042076535.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26237499,"Peruvian in Lima, Peru",PEL,True,PEL016,HG01941,HG01942,male,B-Lymphocyte,1000G,,,905160337
HG02735,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02735_mat_hprc_r2_v1.0.1,hprc,GCA_042076555.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33758787,"Punjabi in Lahore, Pakistan",PJL,True,PK26,HG02733,HG02734,male,B-Lymphocyte,1000G,,,900632340
HG03225,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG03225_hap2_hprc_r2_v1.0.1,hprc,GCA_042076465.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621957,Mende in Sierra Leone,MSL,False,,,,male,B-Lymphocyte,1000G,,,902897038
NA19159,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,NA19159_hap2_hprc_r2_v1.0.1,hprc,GCA_046056495.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37797089,"Yoruba in Ibadan, Nigeria",YRI,False,Y056,,,female,B-Lymphocyte,1000G,,,900036428
HG00126,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00126_hap2_hprc_r2_v1.0.1,hprc,GCA_042077875.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021637,British from England and Scotland,GBR,False,,,,male,B-Lymphocyte,1000G,,,898525297
HG00128,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00128_hap2_hprc_r2_v1.0.1,hprc,GCA_042077885.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021641,British from England and Scotland,GBR,False,,,,female,B-Lymphocyte,1000G,,,899410509
HG00133,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00133_hap2_hprc_r2_v1.0.1,hprc,GCA_042077855.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021638,British from England and Scotland,GBR,False,,,,female,B-Lymphocyte,1000G,,,901198597
HG00146,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00146_hap2_hprc_r2_v1.0.1,hprc,GCA_042078085.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021634,British from England and Scotland,GBR,False,,,,female,B-Lymphocyte,1000G,,,907956985
HG00232,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00232_hap2_hprc_r2_v1.0.1,hprc,GCA_042077745.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021635,British from England and Scotland,GBR,False,,,,female,B-Lymphocyte,1000G,,,901429766
HG00290,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00290_hap2_hprc_r2_v1.0.1,hprc,GCA_042077735.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021639,Finnish in Finland,FIN,False,,,,male,B-Lymphocyte,1000G,,,901136915
HG00320,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00320/assemblies/freeze_2/HG00320_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00320_hap2_hprc_r2_v1.0.1,hprc,GCA_042077765.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00320/assemblies/freeze_2/HG00320_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00320/assemblies/freeze_2/HG00320_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00320/assemblies/freeze_2/HG00320_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021632,Finnish in Finland,FIN,False,,,,female,B-Lymphocyte,1000G,,,901822145
HG00321,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00321/assemblies/freeze_2/HG00321_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG00321_hap2_hprc_r2_v1.0.1,hprc,GCA_042076825.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00321/assemblies/freeze_2/HG00321_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00321/assemblies/freeze_2/HG00321_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00321/assemblies/freeze_2/HG00321_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021636,Finnish in Finland,FIN,False,,,,male,B-Lymphocyte,1000G,,,900637444
HG01786,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01786/assemblies/freeze_2/HG01786_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG01786_hap2_hprc_r2_v1.0.1,hprc,GCA_042076735.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01786/assemblies/freeze_2/HG01786_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01786/assemblies/freeze_2/HG01786_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01786/assemblies/freeze_2/HG01786_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021633,Iberian Populations in Spain,IBS,False,,,,female,B-Lymphocyte,1000G,,,903178614
HG02178,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02178/assemblies/freeze_2/HG02178_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG02178_hap2_hprc_r2_v1.0.1,hprc,GCA_042077755.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02178/assemblies/freeze_2/HG02178_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02178/assemblies/freeze_2/HG02178_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02178/assemblies/freeze_2/HG02178_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021617,Chinese Dai in Xishuangbanna,CDX,False,,,,female,B-Lymphocyte,1000G,,,903479999
HG02583,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02583/assemblies/freeze_2/HG02583_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG02583_hap2_hprc_r2_v1.0.1,hprc,GCA_042076715.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02583/assemblies/freeze_2/HG02583_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02583/assemblies/freeze_2/HG02583_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02583/assemblies/freeze_2/HG02583_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021657,Gambian in Western Division Đ Mandinka,GWD,False,GB23,,,female,B-Lymphocyte,1000G,,,902449551
HG03270,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG03270_hap2_hprc_r2_v1.0.1,hprc,GCA_042077465.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021631,Esan in Nigeria,ESN,False,,,,female,B-Lymphocyte,1000G,,,902714783
HG03583,2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz,N/A,2,hic,hifiasm,0.19.9,2024-09,HG03583_hap2_hprc_r2_v1.0.1,hprc,GCA_042077425.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz.gzi,SAMN41021645,Mende in Sierra Leone,MSL,False,SL73,,,female,B-Lymphocyte,1000G,,,900446283
